title,link,image,episode,rating,views,quality,year,genres,description,season,type
Mahoutsukai Precure!,https://animevietsub.page/phim/mahoutsukai-precure-a3101/,https://cdn.animevietsub.page/data/poster/2018/06/24/animevsub-0Q6Svn6ZeY.jpg,"HOÀN
TẤT",9.1 trong số 10 dựa trên 24 thành viên đánh giá,"402,674",HD,2016,"Shoujo, School, Slice of Life, Fantasy, Magic, Action","Mirai là một cô gái mười ba tuổi, người chuẩn bị nhập học năm thứ hai trong trường học của cô ấy. Cô là một cô gái...",Mùa đông,phim bộ
WIXOSS Diva(A)Live,https://animevietsub.page/phim/wixoss-divaalive-a4521/,https://cdn.animevietsub.page/data/poster/2022/03/28/animevsub-Y6IGZav0qb.jpg,"TẬP
02",8.7 trong số 10 dựa trên 3 thành viên đánh giá,"36,495",HD,2021,"Game, Fantasy, Music","

Bộ phim xoay quanh câu chuyện thẻ bài ""Wixoss"" để dịch chuyển đến không gian ảo ""Wixossland"", thứ đang ngày càng trở...",Mùa đông,phim bộ
Câu Lạc Bộ Ryman,https://animevietsub.page/phim/rymans-club-a4396/,https://cdn.animevietsub.page/data/poster/2022/01/01/animevsub-VzV485cFTU.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 134 thành viên đánh giá,"587,211",HD,2022,Sports,"

Ryman's Club lấy bối cảnh là một nhóm kinh doanh cầu lông, mô tả hai khía cạnh khác nhau của cuộc sống hàng ngày với...",Mùa đông,phim bộ
Tokyo 24-ku,https://animevietsub.page/phim/tokyo-24-ku-r1-a4413/,https://cdn.animevietsub.page/data/poster/2021/12/19/animevsub-nmTSWiBY8q.jpg,"HOÀN
TẤT",8.6 trong số 10 dựa trên 38 thành viên đánh giá,"96,658",HD,2022,"Sci-Fi, Super Power, Mystery","Một hòn đảo nhân tạo ở Vịnh Tokyo — Kyokutou Houreigai Tokubetsu Chiku (Đặc khu Viễn Đông), thường được gọi là 24-ku (Phường...",Mùa đông,phim bộ
Vĩnh Sinh,https://animevietsub.page/phim/vinh-sinh-a4455/,https://cdn.animevietsub.page/data/poster/2022/01/30/animevsub-gV5w2ThN2H.jpg,"HOÀN
TẤT",8.8 trong số 10 dựa trên 62 thành viên đánh giá,"584,797",HD,2022,"Fantasy, Action","

Phương Hàn một người gia nô thấp hèn từ nhỏ đã có tư tưởng “thà ăn mày còn hơn làm nô lệ”. Dựa vào thực lực...",Mùa đông,phim bộ
Kamen Rider Revice: The Mystery,https://animevietsub.page/phim/kamen-rider-revice-the-mystery-a4553/,https://cdn.animevietsub.page/data/poster/2022/04/08/animevsub-4mPAKBiya8.png,"HOÀN
TẤT",9.2 trong số 10 dựa trên 11 thành viên đánh giá,"210,051",HD,2022,Tokusatsu,"Phần ngoại truyện đầu tiên của Kamen Rider Revice, Kamen Rider Revice: The Mystery! Một sự kết hợp giữa Kamen Rider và một bộ...",Mùa đông,phim bộ
Ám Kịch 10,https://animevietsub.page/phim/yami-shibai-10-a4433/,https://cdn.animevietsub.page/data/poster/2022/01/10/animevsub-yhcNFAhROw.jpg,"HOÀN
TẤT",8 trong số 10 dựa trên 5 thành viên đánh giá,"79,791",HD,2022,"Supernatural, Dementia, Horror","Phần 10 Yami Shibai. nè!

",Mùa đông,phim bộ
Đại Chiến Titan Mùa Cuối - Phần 2,https://animevietsub.page/phim/dai-chien-titan-mua-4-phan-2-i8-a4236/,https://cdn.animevietsub.page/data/poster/2021/11/26/animevsub-6aJ8uLbWhA.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 897 thành viên đánh giá,"6,532,879",HD,2022,"Shounen, Super Power, Fantasy, Drama, Mystery, Military, Action","Phần hai của Shingeki no Kyojin: The Final Season, Attack on Titan Final Season Part 2",Mùa đông,phim bộ
Cô Kuroitsu ở Cục Phát triển Quái nhân,https://animevietsub.page/phim/kaijin-kaihatsu-bu-no-kuroitsu-san-a4399/,https://cdn.animevietsub.page/data/poster/2021/12/18/animevsub-YfJpTJlNZH.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 43 thành viên đánh giá,"158,152",HD,2022,"Fantasy, Comedy","Touka Kuroizu là trợ lý nghiên cứu thuộc Phòng phát triển quái vật của tổ chức tà ác Agastia. Tuy nhiên, kẻ thù mà cô phải...",Mùa đông,phim bộ
Công Cuộc Tái Thiết Vương Quốc Của Anh Hùng Chủ Nghĩa Hiện Thực Phần 2,https://animevietsub.page/phim/cong-cuoc-tai-thiet-vuong-quoc-cua-anh-hung-chu-nghia-hien-thuc-phan-2-a4342/,https://cdn.animevietsub.page/data/poster/2021/12/11/animevsub-zjTE4MsEgH.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 835 thành viên đánh giá,"2,389,771",HD,2022,"Romance, Fantasy, Action",Phần 2 của Genjitsu Shugi Yuusha no Oukoku Saikenki.,Mùa đông,phim bộ
Hồi ký Vanitas Phần 2,https://animevietsub.page/phim/vanitas-no-karte-2nd-season-a4304/,https://cdn.animevietsub.page/data/poster/2021/12/11/animevsub-agIfvhUWN2.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 431 thành viên đánh giá,"2,223,173",HD,2022,"Shounen, Vampire, Supernatural, Fantasy, Historical",Phần hai của Vanitas no Karte.,Mùa đông,phim bộ
Gunslinger Girl: Il Teatrino,https://animevietsub.page/phim/gunslinger-girl-il-teatrino-i1-a1189/,https://cdn.animevietsub.page/data/poster/2017/09/17/animevsub-oj5KWR9u1W.jpg,"HOÀN
TẤT",6.9 trong số 10 dựa trên 7 thành viên đánh giá,"28,888",HD,2008,"Sci-Fi, Drama, Military, Action","Khi Cơ quan phúc lợi xã hội điều tra sự biến mất của một tác, yêu cầu của họ dẫn chúng vào các sào huyệt của đối...",Mùa đông,phim bộ
Arifureta – Từ Tầm Thường Đến Bất Khả Chiến Bại 2,https://animevietsub.page/phim/arifureta-shokugyou-de-sekai-saikyou-2nd-season-a4380/,https://cdn.animevietsub.page/data/poster/2021/11/26/animevsub-XFgIazRfa6.jpg,"HOÀN
TẤT",9.4 trong số 10 dựa trên 1182 thành viên đánh giá,"5,830,441",HD,2022,"Harem, Fantasy, Adventure, Action",Mùa hai của Arifureta Shokugyou de Sekai Saikyou.,Mùa đông,phim bộ
Saiyuuki Reload: Zeroin,https://animevietsub.page/phim/saiyuuki-reload-zeroin-a4410/,https://cdn.animevietsub.page/data/poster/2021/12/19/animevsub-96edPuiOSi.jpg,"HOÀN
TẤT",8.4 trong số 10 dựa trên 19 thành viên đánh giá,"81,124",HD,2022,"Supernatural, Drama, Demons, Comedy, Adventure, Josei, Action","Xưa kia, vùng đất Togenkyo là một vùng đất yên bình, nơi con người và yokai cùng chung sống. Tuy nhiên, sau đó, những người...",Mùa đông,phim bộ
Họa Giang Hồ Chi Bất Lương Nhân Phần 5,https://animevietsub.page/phim/hoa-giang-ho-chi-bat-luong-nhan-phan-5-a4439/,https://cdn.animevietsub.page/data/poster/2022/01/20/animevsub-nhZghWTcJw.jpg,"HOÀN
TẤT",8.6 trong số 10 dựa trên 41 thành viên đánh giá,"387,613",HD,2022,"Romance, Fantasy, Drama, Historical, Martial Arts",Họa Giang Hồ Chi Bất Lương Nhân Phần 5,Mùa đông,phim bộ
Yêu Hận Tình Thù,https://animevietsub.page/phim/koroshi-ai-a4392/,https://cdn.animevietsub.page/data/poster/2022/03/04/animevsub-N5ohvUjVOe.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 260 thành viên đánh giá,"909,155",HD,2022,"Romance, Josei, Action","Hai sát thủ đối đầu tại một ""nơi làm việc"". Thợ săn tiền thưởng lạnh lùng Chateau và Ryang-Ha bí ẩn và mạnh mẽ.Chateau...",Mùa đông,phim bộ
Hakozume: Nữ Cảnh Sát Phản Công,https://animevietsub.page/phim/hakozume-kouban-joshi-no-gyakushuu-a4408/,https://cdn.animevietsub.page/data/poster/2021/12/19/animevsub-4MiYJ5s38p.jpg,"HOÀN
TẤT",9 trong số 10 dựa trên 46 thành viên đánh giá,"76,556",HD,2022,"Seinen, Slice of Life, Police, Comedy","Nữ cảnh sát Kawai đã có đủ nghề nghiệp mà cô ấy thậm chí còn chưa đến và chuẩn bị nộp hồ sơ đăng ký, thì điều...",Mùa đông,phim bộ
Hiền Giả Tự Xưng Là Đồ Đệ Hiền Giả Tại Dị Giới,https://animevietsub.page/phim/kenja-no-deshi-wo-nanoru-kenja-a4386/,https://cdn.animevietsub.page/data/poster/2022/01/11/animevsub-s3vMPZ7va6.png,"HOÀN
TẤT",8.6 trong số 10 dựa trên 331 thành viên đánh giá,"942,329",HD,2022,"Fantasy, Adventure",Sakimori Kagami chơi một VRMMORPG có tên là Arch Earth Online. Anh ta là một người chơi kỳ cựu với tên và ngoại hình giống với...,Mùa đông,phim bộ
Phiêu Lưu Cùng Người Bạn Đã Trở Thành Thiếu Nữ Xinh Đẹp Ở Dị Giới,https://animevietsub.page/phim/fantasy-bishoujo-juniku-ojisan-to-a4391/,https://cdn.animevietsub.page/data/poster/2021/12/14/animevsub-2NR7iFSoXn.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 465 thành viên đánh giá,"1,191,134",HD,2022,"Fantasy, Comedy, Adventure",Một ông già buồn tẻ và người bạn thân đẹp trai của mình đã bị một nữ thần khỏa thân triệu hồi đến một thế...,Mùa đông,phim bộ
"Hoàng Tử Thiên Tài Đưa Đất Nước Thoát Khỏi Nợ Nần - Đúng Rồi, Bán Nước Thôi",https://animevietsub.page/phim/tensai-ouji-no-akaji-kokka-saisei-jutsu-a4383/,https://cdn.animevietsub.page/data/poster/2021/11/26/animevsub-ER0NVWuudb.jpg,"HOÀN
TẤT",9.4 trong số 10 dựa trên 595 thành viên đánh giá,"1,288,431",HD,2022,"Fantasy, Comedy",Không dễ để trở thành một thiên tài...Hoàng tử Wein sẵn sàng thực hiện tội phản quốc. Và ai có thể trách được anh...,Mùa đông,phim bộ
Princess Connect! Re:Dive Season 2,https://animevietsub.page/phim/princess-connect-redive-season-2-a4384/,https://cdn.animevietsub.page/data/poster/2021/11/26/animevsub-UxkxDC7Stp.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 337 thành viên đánh giá,"819,413",HD,2022,"Fantasy, Comedy, Adventure, Action",Mùa hai của Princess Connect! Re:Dive.,Mùa đông,phim bộ
Bisco - Kẻ ăn rỉ sét,https://animevietsub.page/phim/sabikui-bisco-a4401/,https://cdn.animevietsub.page/data/poster/2021/12/18/animevsub-qjZcwCfluO.jpg,"HOÀN
TẤT",9.3 trong số 10 dựa trên 120 thành viên đánh giá,"367,941",HD,2022,"Fantasy, Adventure, Action",Một cơn gió giống như bệnh dịch thổi qua vùng đất cát khô cằn của Nhật Bản thời hậu tận thế. Khi nó quét qua người...,Mùa đông,phim bộ
Tribe Nine,https://animevietsub.page/phim/tribe-nine-a4414/,https://cdn.animevietsub.page/data/poster/2021/12/19/animevsub-k77wScuWAR.jpg,"HOÀN
TẤT",8.3 trong số 10 dựa trên 20 thành viên đánh giá,"115,242",HD,2022,"Sci-Fi, Sports, Action",Haru Shirogane là một người yếu đuối thường xuyên bị bắt nạt trong khi Taiga đã đi từ khắp nơi trên biển với hy vọng...,Mùa đông,phim bộ
Sasaki và Miyano,https://animevietsub.page/phim/sasaki-to-miyano-a4407/,https://cdn.animevietsub.page/data/poster/2021/12/19/animevsub-rhgetrBA1H.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 304 thành viên đánh giá,"1,196,842",HD,2022,"Shounen Ai, School, Slice of Life",Tất cả bắt đầu giống như một cốt truyện tình yêu điển hình của những cậu bé học sinh cũ - học sinh lớp trưởng...,Mùa đông,phim bộ
Futsal Boys!!!!!,https://animevietsub.page/phim/futsal-boys-a4409/,https://cdn.animevietsub.page/data/poster/2022/02/06/animevsub-8bSCfP5kvE.jpg,"HOÀN
TẤT",7.6 trong số 10 dựa trên 65 thành viên đánh giá,"272,602",HD,2022,"School, Sports, Drama",Câu chuyện của nhượng quyền thương mại lấy bối cảnh một thế giới hơn một thập kỷ sau khi môn bóng đá futsal đã trở...,Mùa đông,phim bộ
Bộ giáp rỉ sét -Bình minh-,https://animevietsub.page/phim/sabiiro-no-armor-reimei-a4425/,https://cdn.animevietsub.page/data/poster/2022/01/03/animevsub-x40DkkPJ30.jpg,"HOÀN
TẤT",7.2 trong số 10 dựa trên 59 thành viên đánh giá,"41,086",HD,2022,"Samurai, Historical, Action","Thời đại là thời Chiến quốc đầy biến động ở Hinomoto. Kinokuni, vùng núi và biển chưa được khám phá. Ở sâu trong rừng...",Mùa đông,phim bộ
Đồng Phục Thủy Thủ Của Akebi,https://animevietsub.page/phim/akebi-chan-no-sailor-fuku-a4404/,https://cdn.animevietsub.page/data/poster/2022/01/01/animevsub-8uyRJ1R8Tz.jpg,"HOÀN
TẤT",9.7 trong số 10 dựa trên 239 thành viên đánh giá,"567,253",HD,2022,"School, Slice of Life",Akebi Komichi sống ở vùng nông thôn cùng gia đình. Cô ấy đã trúng tuyển vào trường trung học cơ sở Học viện Roubai danh...,Mùa đông,phim bộ
Cô Búp Bê Đang Yêu,https://animevietsub.page/phim/co-be-bup-be-dang-yeu-a4385/,https://cdn.animevietsub.page/data/poster/2022/01/09/animevsub-f1RSV2Abb4.jpg,"HOÀN
TẤT",9.7 trong số 10 dựa trên 2253 thành viên đánh giá,"7,572,882",HD,2022,"Seinen, School, Romance, Slice of Life","Bị tổn thương bởi sự cố thời thơ ấu với một người bạn ngoại trừ tình yêu với búp bê truyền thống, nghệ nhân...",Mùa đông,phim bộ
Hiền Giả Mạnh Nhất Với Dấu Ấn Yếu Nhất,https://animevietsub.page/phim/shikkakumon-no-saikyou-kenja-a4381/,https://cdn.animevietsub.page/data/poster/2022/01/08/animevsub-3wuo3BMpM6.jpg,"HOÀN
TẤT",8.7 trong số 10 dựa trên 770 thành viên đánh giá,"3,188,063",HD,2022,"Fantasy, Adventure, Action","Trong thế giới ma thuật, sức mạnh và tương lai của một pháp sư được xác định trước khi sinh ra thông qua cái gọi là...",Mùa đông,phim bộ
Dolls' Frontline,https://animevietsub.page/phim/dolls-frontline-a4403/,https://cdn.animevietsub.page/data/poster/2021/12/19/animevsub-3IOKS7pL38.jpg,"HOÀN
TẤT",8.9 trong số 10 dựa trên 42 thành viên đánh giá,"94,701",HD,2022,"Sci-Fi, Drama, Military, Action","Sau chiến tranh thế giới thứ ba, các quốc gia bị tàn phá bởi chiến tranh sinh học không còn khả năng bảo vệ các vùng đất...",Mùa đông,phim bộ
"Nhất Quỷ Nhì Ma, Thứ Ba Takagi Phần 3",https://animevietsub.page/phim/karakai-jouzu-no-takagi-san-3-a4387/,https://cdn.animevietsub.page/data/poster/2021/12/14/animevsub-W1NwtLlf0W.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 408 thành viên đánh giá,"788,199",HD,2022,"Shounen, School, Romance, Slice of Life, Comedy",Mùa 3 của Karakai Jouzu Takagi-san nhé :))) ,Mùa đông,phim bộ
Slow Loop,https://animevietsub.page/phim/slow-loop-a4405/,https://cdn.animevietsub.page/data/poster/2021/12/19/animevsub-wsOZ8UDxqm.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 81 thành viên đánh giá,"151,236",HD,2022,"Slice of Life, Sports",Khi Hiyori⁠ - một cô gái trẻ có người cha quá cố đã dạy cho cô niềm vui của việc câu cá - - ra khơi một thời gian một...,Mùa đông,phim bộ
Tại Vùng Đất Leadale,https://animevietsub.page/phim/leadale-no-daichi-nite-a4388/,https://cdn.animevietsub.page/data/poster/2022/01/26/animevsub-IJfcsoEN7I.jpg,"HOÀN
TẤT",9.5 trong số 10 dựa trên 627 thành viên đánh giá,"1,893,216",HD,2022,"Fantasy, Comedy, Adventure","Khởi đầu mới ở Vùng đất quen thuộc.Sau một tai nạn kinh hoàng khiến cô phải nhờ đến sự hỗ trợ của sự sống, dấu...",Mùa đông,phim bộ
Horimiya Live Action,https://animevietsub.page/phim/horimiya-live-action-a4486/,https://cdn.animevietsub.page/data/poster/2022/03/04/animevsub-yAMPnv2Bdz.jpg,"HOÀN
TẤT",2.5 trong số 10 dựa trên 255 thành viên đánh giá,"446,143",HD,2022,"Shounen, School, Romance, Slice of Life, Comedy",Phần Live Action của Horimiya.,Mùa đông,phim bộ
Shuumatsu no Harem,https://animevietsub.page/phim/shuumatsu-no-harem-i1-a4279/,https://cdn.animevietsub.page/data/poster/2021/09/08/animevsub-XQbSm0DABw.jpg,"HOÀN
TẤT",8.4 trong số 10 dựa trên 373 thành viên đánh giá,"3,708,579",HD,2022,"Shounen, Sci-Fi, Harem, Ecchi","Virus Man-Killer: một căn bệnh gây chết người đã xóa sổ 99,9% đàn ông trên thế giới. Mizuhara Reito đã ngủ yên suốt 5 năm...",Mùa đông,phim bộ
Kotaro Sống Một Mình,https://animevietsub.page/phim/kotarou-wa-hitorigurashi-a4494/,https://cdn.animevietsub.page/data/poster/2022/03/14/animevsub-hHqQ1DZVSX.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 117 thành viên đánh giá,"566,077",FHD,2022,"Seinen, Slice of Life, Comedy","""Căn hộ hài hước cười và nước mắt"" xoay quanh một cậu bé bốn tuổi tên Kotarou Satоou, người chuyển đến ở cạnh Shin...",Mùa đông,phim bộ
Kemurikusa (TV),https://animevietsub.page/phim/kemurikusa-a3625/,https://cdn.animevietsub.page/data/poster/2022/03/05/animevsub-rohAUCLEmo.png,"HOÀN
TẤT",6.3 trong số 10 dựa trên 6 thành viên đánh giá,"35,817",HD,2012,"Sci-Fi, Fantasy, Action","Kemurikusa được viết và do Tatsuki làm đạo diễn tại studio Yaoyorozu. Dựa trên bộ anime ngắn cùng tên năm 2012, Kemurikusa là...",Mùa đông,phim bộ
Thanh Gươm Diệt Quỷ: Phố Đèn Đỏ,https://animevietsub.page/phim/thanh-guom-diet-quy-pho-den-do-i13-a4005/,https://cdn.animevietsub.page/data/poster/2021/07/13/animevsub-Uac6x8gJRD.jpg,"HOÀN
TẤT",9.6 trong số 10 dựa trên 1445 thành viên đánh giá,"14,301,195",HD,2021,"Shounen, Supernatural, Demons, Historical, Action",Diễn biến của Kimetsu No Yaiba - Thanh Gươm Diệt Quỷ Season 2 sẽ dẫn đến cuộc đại chiến lớn là cuộc chạm trán với Thượng...,Mùa đông,phim bộ
Đại Vương Tha Mạng,https://animevietsub.page/phim/dai-vuong-tha-mang-a4390/,https://cdn.animevietsub.page/data/poster/2021/12/05/animevsub-yopfEmtCCG.jpeg,"HOÀN
TẤT",9.4 trong số 10 dựa trên 361 thành viên đánh giá,"2,098,144",HD,2021,"Supernatural, Fantasy, Comedy, Adventure, Action","Thời đại linh khí khôi phục, cuộc sống bình yên bị phá vỡ, sấm sét xẹt qua bầu trời, tia sét xuyên thấu trời, mưa rơi...",Mùa đông,phim bộ
Tetsujin 28-gou (1980),https://animevietsub.page/phim/tetsujin-28-gou-1980-a4463/,https://cdn.animevietsub.page/data/poster/2022/02/08/animevsub-7Vqhuw0P0p.jpg,"TẬP
05",10 trong số 10 dựa trên 2 thành viên đánh giá,"31,937",HD,1980,"Sci-Fi, Drama, Adventure","Shotaro had become an Interpol agent, working with Branch Robo, the antirobot crime unit of that organization. He still employs Tetsujin.",Mùa đông,phim bộ
Gensou Sangokushi: Tengen Reishinki,https://animevietsub.page/phim/gensou-sangokushi-tengen-reishinki-a4406/,https://cdn.animevietsub.page/data/poster/2021/12/19/animevsub-P53o07J6gc.jpg,"TẬP
05",5.2 trong số 10 dựa trên 33 thành viên đánh giá,"55,336",HD,2022,"Fantasy, Historical","Câu chuyện của Gensou Sangokushi: Tengen Reishinki lấy bối cảnh vào thời Tam Quốc ở Trung Quốc, nơi các lãnh chúa và quân đội...",Mùa đông,phim bộ
Những Thiếu Niên Trong Không Gian,https://animevietsub.page/phim/nhung-thieu-nien-trong-khong-gian-a4456/,https://cdn.animevietsub.page/data/poster/2022/02/06/animevsub-UgkMbKt5q8.jpg,"HOÀN
TẤT",9.4 trong số 10 dựa trên 24 thành viên đánh giá,"37,793",FHD,2022,"Sci-Fi, Space","Câu chuyện diến ra vào năm 2045, khi AI đã tiến bộ và bất kỳ ai cũng có thể du hành vào không gian. Những đứa trẻ được...",Mùa đông,phim bộ
Pokemon: Vị thần tôn kính - Arceus,https://animevietsub.page/phim/pokemon-vi-than-ton-kinh-arceus-a4443/,https://cdn.animevietsub.page/data/poster/2022/01/25/animevsub-QUyOL3qukG.png,"HOÀN
TẤT",9 trong số 10 dựa trên 22 thành viên đánh giá,"326,540",HD,2022,"Game, Comedy, Adventure, Kids","Nhóm Satoshi, Gou và Hikari sẽ được du hành ngược thời gian về vùng Sinnoh từ thời sơ khai (được người dân thời đó gọi...",Mùa đông,phim bộ
Maiko-san Chi no Makanai-san,https://animevietsub.page/phim/maiko-san-chi-no-makanai-san-a3967/,https://cdn.animevietsub.page/data/poster/2020/12/08/animevsub-fY61da9rBR.jpg,"HOÀN
TẤT",8.9 trong số 10 dựa trên 14 thành viên đánh giá,"70,892",HD,2021,"Shounen, Slice of Life, Comedy","Câu chuyện lấy bối cảnh tại khu phố Geisha ""Hanamachi"" của Kyoto. Tại đây, sau khi các Geisha hoàn thành công việc vào đêm...",Mùa đông,phim bộ
Musekinin Kanchou Tylor,https://animevietsub.page/phim/musekinin-kanchou-tylor-a4449/,https://cdn.animevietsub.page/data/poster/2022/01/27/animevsub-sdjxaF3seG.jpg,"HOÀN
TẤT",7.8 trong số 10 dựa trên 4 thành viên đánh giá,"33,207",HD,1993,"Sci-Fi, Space, Comedy, Parody, Military","Justy Ueki Tylor là một thanh niên 20 tuổi: lười biếng, tham lam và đam mê lăng nhăng. Anh ta có kế hoạch đạt được một công...",Mùa đông,phim bộ
Đấu Phá Thương Khung OVA - Hẹn Ước 3 Năm,https://animevietsub.page/phim/dau-pha-thuong-khung-ova-hen-uoc-3-nam-a4362/,https://cdn.animevietsub.page/data/poster/2021/10/31/animevsub-FD6TRwEWcI.png,"HOÀN
TẤT",9.5 trong số 10 dựa trên 374 thành viên đánh giá,"1,728,019",HD,2021,"Shounen, Space, Fantasy, Adventure",Đấu Phá Thương Khung OVA - Hẹn Ước 3 Năm,Mùa đông,phim bộ
Ashita no Nadja,https://animevietsub.page/phim/ashita-no-nadja-a3969/,https://cdn.animevietsub.page/data/poster/2020/12/13/animevsub-Sq6HjdSe3x.jpg,"TẬP
15",6.7 trong số 10 dựa trên 9 thành viên đánh giá,"50,760",HD,2003,"Shoujo, Romance, Drama, Adventure, Historical","Câu chuyện này diễn ra khoảng một trăm năm trước. Nadja là một cô gái vui vẻ, tươi sáng, được nuôi dưỡng trong một trại...",Mùa đông,phim bộ
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,https://animevietsub.page/phim/kyougoku-natsuhiko-kousetsu-hyaku-monogatari-a3910/,https://cdn.animevietsub.page/data/poster/2020/10/18/animevsub-9Hp1E240gB.jpg,"HOÀN
TẤT",7 trong số 10 dựa trên 6 thành viên đánh giá,"122,893",HD,2003,"Supernatural, Psychological, Fantasy, Historical, Horror, Mystery","Mệt mỏi vì viết câu đố cho trẻ em, Yamaoka Momosuke lên kế hoạch thu thập những câu chuyện ma quái và khủng khiếp và xuất...",Mùa đông,phim bộ
Natsunagu!,https://animevietsub.page/phim/natsunagu-a3804/,https://cdn.animevietsub.page/data/poster/2020/08/26/animevsub-pW8vDF0QdS.jpg,"HOÀN
TẤT",7.9 trong số 10 dựa trên 13 thành viên đánh giá,"36,458",HD,2020,"Slice of Life, Drama","Sau khi động đất bất ngờ xảy ra ở tỉnh Kumamoto, Natsuna Keyaki mất liên lạc với người bạn thân thiết nhất trên mạng...",Mùa đông,phim bộ
Wotaku ni Koi wa Muzukashii OVA,https://animevietsub.page/phim/wotaku-ni-koi-wa-muzukashii-ova-a4230/,https://cdn.animevietsub.page/data/poster/2021/08/19/animevsub-0hKkiPWDHO.jpg,"HOÀN
TẤT",9.3 trong số 10 dựa trên 86 thành viên đánh giá,"492,792",HD,2019,"Romance, Slice of Life, Comedy","Tarou Kabakura, một học sinh trung học năm ba và là đội trưởng đội bóng chuyền nam, liên tục bị quấy rối bởi đàn em Hanako...",Mùa đông,phim bộ
Shouji Li de Huanxiong Xiao Zhen,https://animevietsub.page/phim/shouji-li-de-huanxiong-xiao-zhen-a4377/,https://cdn.animevietsub.page/data/poster/2021/11/24/animevsub-qyylPQe58E.jpg,"TẬP
10",9 trong số 10 dựa trên 4 thành viên đánh giá,"17,942",HD,2021,"Slice of Life, Comedy",Đây là câu chuyện về một nhóm động vật nhỏ dễ thương sống trong điện thoại di động của con người và làm việc chăm...,Mùa đông,phim bộ
Cặp Bài Trùng,https://animevietsub.page/phim/cap-bai-trung-a4370/,https://cdn.animevietsub.page/data/poster/2021/11/13/animevsub-H0ZZgEUxmu.jpg,"TẬP
08",7.6 trong số 10 dựa trên 7 thành viên đánh giá,"146,000",HD,1992,,"Hai cậu trai Mitsuhashi Takashi và Ito Shinji vô tình gặp nhau tại một salon, 2 cậu là học sinh mới chuyển trường và nhân cơ...",Mùa đông,phim bộ
Fresh Precure!,https://animevietsub.page/phim/fresh-precure-a882/,https://cdn.animevietsub.page/data/poster/2017/09/09/animevsub-Ea181F8Pjc.jpg,"HOÀN
TẤT",7.6 trong số 10 dựa trên 11 thành viên đánh giá,"230,086",HD,2009,"Shoujo, Slice of Life, Fantasy, Comedy, Magic, Action","Love Momozono là một học sinh  năm nhất 14 tuổi tại trường trung học Yotsuba, một người quan tâm người khác hơn cả bản...",Mùa đông,phim bộ
Tà Vương Truy Thê,https://animevietsub.page/phim/ta-vuong-truy-the-a3426/,https://cdn.animevietsub.page/data/poster/2020/12/15/animevsub-dMMXA3GK2o.jpg,"TẬP
29",8.6 trong số 10 dựa trên 31 thành viên đánh giá,"336,332",HD,2019,"Romance, Fantasy, Drama, Comedy, Martial Arts, Action","Nàng, thế kỷ 21 kim bài sát thủ, lại xuyên vì Tô phủ nhất vô dụng phế sài Tứ tiểu thư trên người.

Hắn, đế quốc...",Mùa đông,phim bộ
Juusenki L-Gaim,https://animevietsub.page/phim/juusenki-l-gaim-r1-a4349/,https://cdn.animevietsub.page/data/poster/2021/10/04/animevsub-OUCBC6CUP1.jpg,"TẬP
02",10 trong số 10 dựa trên 1 thành viên đánh giá,"19,788",HD,1984,"Sci-Fi, Drama, Adventure, Action","Vào năm 3990, Oldna Poseidal bất tử cai quản Pentagona, một hệ mặt trời gồm 5 hành tinh bị chiến tranh tàn phá. Daba Myroad là...",Mùa đông,phim bộ
Healin' Good♡Precure,https://animevietsub.page/phim/healin-goodprecure-a3814/,https://cdn.animevietsub.page/data/poster/2020/08/26/animevsub-cGxJCrvGGh.jpg,"HOÀN
TẤT",8.8 trong số 10 dựa trên 18 thành viên đánh giá,"227,734",HD,2020,"Shoujo, Fantasy, Magic, Action","Healin 'Garden, một thế giới bí mật nơi Trái đất được chữa lành, đang bị tấn công bởi Byougenzu, những kẻ đang cố...",Mùa đông,phim bộ
Phàm Nhân Tu Tiên: Yến Gia Bảo Chi Chiến (OVA),https://animevietsub.page/phim/pham-nhan-tu-tien-yen-gia-bao-chi-chien-ova-a4339/,https://cdn.animevietsub.page/data/poster/2021/09/29/animevsub-o3Sh8MoTYl.jpg,"HOÀN
TẤT",7.1 trong số 10 dựa trên 26 thành viên đánh giá,"300,524",HD,2021,"Fantasy, Adventure, Action",Tập 18 đến 21 của Fanren Xiu Xian Chuan.,Mùa đông,phim bộ
