user_id,titles_watched
9213,"Cuộc Sống Của Nàng Nhân Mã, Pet, Tử Thần Xinh Đẹp, Vợ tôi là hội trưởng hội học sinh 2, Những Trái Tim Tối Cường, Black Lagoon: The Second Barrage, X/1999, Ninja Kamui, Brothers Conflict, Fate/kaleid liner Prisma☆Illya, Chuyến Tàu Vào Mỗi Sáng Thứ Hai"
9214,"Naruto: Người kế thừa Hỏa chí, Atarashii Joushi wa Do Tennen, Okusama wa Joshikousei (TV), Baki: Dai Raitaisai-hen, Denpa-teki na Kanojo, LOOK BACK: Liệu Ta Có Dám Nhìn Lại?, Ga-Rei: Zero, Soda Chanh Mật Ong, Zettai Karen Children: The Unlimited - Hyoubu Kyousuke, Mini Dragon Specials, Hiệp Sĩ Xương Trên Đường Du Hành Đến Thế Giới Khác, Cross Road, Bách Yêu Phổ (Phần 4)"
9215,"Cô Gái Nhạc Kịch!!, Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren, Người Yêu Siêu Cấp 2, Arte, Baby Steps 2nd Season, Lập Harem Chốn Mê Cung Ở Dị Giới, Giả Kim Thuật Sư 2, Tay Đua Siêu Đẳng: New Generation, Hoả Phụng Liêu Nguyên, Captain Tsubasa J, Naruto: Sức Mạnh Vĩ Thú Movie 1, Gatchaman Crowds, Thợ Săn Tí Hon, iDOLM@STER Xenoglossia, Digimon Ghost Game, Thế giới chỉ có Thánh thần biết, Big Order, Housekishou Richard-shi no Nazo Kantei, Kishin Houkou Demonbane (TV), Kino no Tabi: The Beautiful World"
9216,"Evangelion: 3.0 (-46h), Yêu Yamada ở Lv999!, Thương Nguyên Đồ, Tây Hành Kỷ Phần 4, Angel's Feather, Gekkan Mousou Kagaku, Walkure Romanze, Ping Pong The Animation, Thám tử lừng danh Conan: Kho báu dưới đáy đại dương, Hàng Xóm Của Tôi Là Totoro, One Piece Movie 2: Nejimaki-jima no Daibouken, Digimon Adventure, Boogiepop Phantom - Bóng Ma, Kiếm Võng 3: Hiệp Can Nghĩa Đảm Thẩm Kiếm Tâm"
9217,"Babylon, Girlfriend (Note), Usagi Drop Specials, Nàng Ta Không Làm Nữ Chính Lâu Rồi, Thiên sứ ham chơi OVA, Usagi Drop (Live Action), Macross 7, Heroman Specials, Saenai Heroine no Sodatekata ♭, Million Doll, Liên Minh Sắc Màu, KÝ SINH THÚ, Thám tử lừng danh Conan: Sát thủ bắn tỉa không tưởng, Isekai Shokudou, Monsters: Ippyaku Sanjou Hiryuu Jigoku, Tế Công - Hàng Long Giáng Thế"
9218,"Mai-HiME, Vinland Saga Season 2, Suite Precure♪ Movie: Torimodose! Kokoro ga Tsunaku Kiseki no Melody♪, Tàn Thứ Phẩm, Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari, Hội Chứng Tuổi Thanh Xuân: Em Gái Xuất Hành, Nữ Quân Đội Azur Lane, Loups=Garous, Grisaia: Phantom Trigger The Animation, Thiên Thần Chết Chóc, Hyouka: Live Action, Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san, Zetsumetsu Kigu Shoujo: Amazing Twins, Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga  Dou Medereba Ii?, Uchuu Senkan Yamato 2199, GJ-bu, Maken-Ki! Two"
9219,"Digimon Frontier: Ornismon Fukkatsu!!, Prince of Tennis: Atobe's Gift, Tuyệt Đại Song Kiêu: Thiên Ngoại Hữu Thiên, Mikakunin de Shinkoukei, Kidou Senshi Gundam: Suisei no Majo Season 2, Hantsu x Trash, Cô Gái Tầng Dưới, Uchi no Maid ga Uzasugiru!, Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo., GOSEI SENTAI DAIRANGER, Juushinki Pandora, Garo: Vanishing Line, I''s Pure"
9220,"Ám Kịch 10, Minami-ke Okaeri"
9221,"Nguyệt Đạo Dị Giới, High & Low – The Story of Sword, Flame of Recca, Tín Đồ Thẻ Bài, ClassicaLoid 2nd Season, Kí Ức Tuổi Học Trò 2, Bleach, The New Gate, Love All Play, Kaitou Joker 2nd Season"
9222,"Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥, iDOLM@STER Xenoglossia"
9223,"Uma Musume: Pretty Derby (TV), Haikyuu!! Movie 4: Concept no Tatakai, Eiga Daisuki Pompo-san, Haikyuu!! Riku vs. Kuu, Tonikaku Kawaii: Seifuku, Aikatsu Friends!: Kagayaki no Jewel, Kamisama no Memochou"
9224,"Miss Monochrome: The Animation 2, Dược Sư Tự Sự, Dữ liệu Gen AI, Hành Pháp Mushibugyou, Cái Giá Phải Trả Movie, Khát khao cặn bã, Senran Kagura Specials, Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's, Thất Kiếm Ma Thuật Thống Trị Thế Giới, Hamidashi Creative, Seitokai no Ichizon, Nekogami Yaoyorozu, Cuộc xâm lăng của bé Mực 2, Kagewani, Nguyên Tôn, Miyakawa-ke no Kuufuku, Kobayashi-san Chi no Maid Dragon"
9225,Otome wa Boku ni Koishiteru: Futari no Elder
9226,"Air in Summer, Kimi no Kokoro wa Kagayaiteru kai?, PriPri Chii-chan!!, Sát Thủ Lưỡi Kéo Mùa 5, Godzilla 2: Kessen Kidou Zoushoku Toshi, Maou-sama  Retry!, Chuyên Gia Diệt Quỷ Movie, Tengen Toppa Gurren Lagann Movie: Lagann-hen, Evangelion: 3.0 You Can (Not) Redo, Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen"
9227,"Nagasarete Airantou, PriPara, Majisuka Gakuen (Season 4), Tsubasa: Shunraiki, Bungaku Shoujo Memoire"
9228,"Dược Sư Tự Sự Mùa 2, IDOLiSH7: Second Beat!, Amaenaide yo!! Katsu!!, Xuân Thu Phong Thần, Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega, Soul Buster, Cyclops Shoujo Saipuu, Gối Đao Lên Hát, Nana to Kaoru, Saint Seiya: Saintia Shou, Tachibanakan Triangle, GJ-bu@"
9229,"Futakoi, Gunjou no Magmel, Dịch vụ chuyển phát phù thủy Kiki Live Action, Souten no Ken: Regenesis 2nd Season, Sekaiichi Hatsukoi, Exception, Hibike! Euphonium, Bakumatsu, BOSS, One Room Special, Nữ Sinh Bạo Lực, Kẻ Ngây Thơ  Người Từng Trải Và Câu Chuyện Tình Của Chúng Ta, Botsuraku Yotei no Kizoku dakedo  Hima Datta kara Mahou wo Kiwametemita, The iDOLM@STER SideM, Haitai Nanafa, Lục Hoa Dũng Giả, Loveless"
9230,"Ito Junji: Collection, Owari no Seraph, Huyễn Sủng Sư, Cuộc Hành Trình Của Kino OVA, One Punch Man: Road to Hero, Magi: Mê Cung Thần Thoại 1, Zankyou no Terror, Kimi wa Kanata, PriPara, Thực thể Persona 4: No One is Alone, Nisekoi Live Action, Mugen no Ryvius, Tinh Nguyên Chi Chủ, Tây Hành Kỷ, Lớp Học Ám Sát 2, Haikara-san ga Tooru Movie 2: Hana no Tokyo Dai Roman, Yuuki Yuuna là anh hùng - Chương Hoa nở rộ, Aria The Avvenire, White Album 2nd Season"
9231,"Kamen no Maid Guy OVA, Starmyu 3rd Season, Oniichan dakedo Ai sae Areba Kankeinai yo ne!, Công Tước Tử Thần Và Cô Hầu Gái, Battle Spirits: Brave, Triage X: Recollection XOXO, Thuỷ Thủ Mặt Trăng R, Kaitou Joker, Black Lagoon: The Second Barrage, Eat-Man, Kappa no Coo to Natsuyasumi, Kyuukyuu Sentai GoGo-V, Blame! Movie, Thám tử lừng danh Conan: Sát thủ bắn tỉa không tưởng, Saba Doll, Colorful (Movie)"
9232,"Power Rangers Ninja Steel, Yesterday wo Utatte, Hifuu Katsudou Kiroku: The Sealed Esoteric History, Ám Kịch 9, Cars 2, Inari  Konkon  Koi Iroha.: Inari  Konkon  Semishigure., MF Ghost, Genshiken Nidaime, Kẻ Ăn Linh Hồn, Bắc Đẩu Thần Quyền, Shuffle! Memories, Thiên sứ ham chơi OVA, Ani ni Tsukeru Kusuri wa Nai! 2, One Punch Man: Road to Hero, Zombie-Loan, Tales of Symphonia The Animation: Sylvarant-hen, Strike the Blood IV"
9233,"Hakkenden: Touhou Hakken Ibun, Vinland Saga Season 2, 100-man no Inochi no Ue ni Ore wa Tatteiru, Onmyouji, Evil or Live, Macross Δ Movie 2: Zettai Live!!!, Lãng Khách Kenshin, Khổng Minh Thích Tiệc Tùng, Mononogatari 2nd Season, Nữ Quân Đội Azur Lane, Dagashi Kashi, Sau Khi Rời Khỏi Tổ Đội Hạng A  Tôi Thám Hiểm Mê Cung Cùng Đệ Tử Cũ"
9234,"Phong Khởi Lạc Dương: Song Tử Truy Hung, Vũ Động Càn Khôn, Jingai-san no Yome, Làm Nóng Lá Gan Chú Heo, Pokemon Sun & Moon, Violet Evergarden Special, Captain Tsubasa Season 2: Junior Youth-hen, Fate/kaleid liner Prisma☆Illya 2wei!, Yarinaoshi Reijou wa Ryuutei Heika wo Kouryakuchuu, Uchi Tama?! Uchi no Tama Shirimasen ka?, Song Sinh Linh Thám, Fate/kaleid liner Prisma☆Illya, Fight Ippatsu! Juuden-chan!! Specials, Asobi ni Iku yo!: Asobi ni Oide, Zettai Junpaku Mahou Shoujo"
9235,"Megaton-kyuu Musashi, Quỷ Vương Và Anh Hùng"
9236,"Helck, Blood-C: The Last Dark, Chén thánh: Đêm Định Mệnh - Nhiệm vụ cuối cùng, One Piece: Adventure of Nebulandia, Diệt Slime Suốt 300 Năm  Level Max Lúc Nào Chẳng Hay, Tasokare Hotel, Tokyo Revengers Live Action"
9237,Nhật Ký Hán Hoá
9238,"Thanh Gươm Diệt Quỷ: Phép Màu Tình Thân  Cho Đến Chuyến Đặc Huấn Của Đại Trụ, Bakuman. 2nd Season, Shy 2nd Season, One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi, Vampire in the Garden, Huyền Thoại Sân Cỏ GGO, Hagure Yuusha no Aesthetica, Ro-Kyu-Bu!: Tomoka no Ichigo Sundae, Bất Thường Tại Trường Phép Thuật Mùa 3, Blue Reflection Ray, Chuunibyou demo Koi ga Shitai!: Depth of Field - Ai to Nikushimi Gekijou, MM!, Học Viện Anh Hùng Mùa 7, Girls & Panzer: Saishuushou Part 3 Specials, Mini Toji, Phàm Nhân Tu Tiên: Yến Gia Bảo Chi Chiến (OVA), Tekkon Kinkreet, Samurai Champloo, Trò Chơi Sinh Tử Specials, Hanebado! - Đại Chiến Cầu Lông"
9239,"Kirarin☆Revolution, Danh Sách Yêu Quái, Pan de Peace!, Sát Thủ Lưỡi Kéo Mùa 4, Tada-kun wa Koi wo Shinai, Yakunara Mug Cup mo: Niban Gama (Live-Action), Prince of Tennis: Atobe's Gift, Himegoto, Gundam vs Hello Kitty, Hoshi wo Ou Kodomo, Strike the Blood II, Rewrite, Futoku no Girudo, Saiyuuki Reload: Zeroin, Ông Chú Chuyển Sinh Thành Tiểu Thư Độc Ác, Nữ Sinh Bạo Lực, Oruchuban Ebichu, Mama wa Shougaku 4 Nensei, Bungou Stray Dogs: Dead Apple, Ai Yori Aoshi"
9240,"Yondemasu yo  Azazel-san., Hikari no Ou 2nd Season, Câu chuyện Tamako Specials, Kaguya-sama: Love Is War Live Action, K: Seven Stories Movie 5 - Memory of Red - Burn, Final Fantasy VII: On the Way to a Smile, Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo, Bảy Viên Ngọc Rồng Movie 13, Sơn Hà Kiếm Tâm, Cô Gái Bí Ẩn X, One Piece: Heart of Gold"
9241,"Quân Hữu Vân, Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan, Ishikawa Goemon 2009, Bảy Viên Ngọc Rồng, Hakozume: Tatakau! Koban Joshi Live Action, Bikini Warriors, Paripi Koumei: Road to Summer Sonia, Egao no Daika"
9242,"Yokohama Kaidashi Kikou, Thị Trấn Mê Cung, Hoshifuru Oukoku no Nina, Project Scard: Praeter no Kizu, Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly, Obey Me!"
9243,"Đọ súng không: Kemono-tachi no Senjou da na!, Doraemon Movie 25: Nobita no Wan Nyan Jikuuden"
9244,"Zoids Wild Zero, Ame wo Tsugeru Hyouryuu Danchi, Boruto: Đứa Con Ngỗ Nghịch Của Naruto, The Reflection, BanG Dream! Movie: Episode of Roselia - II: Song I Am., Macross Flash Back 2012, Phong Tư Vật Ngữ, Salaryman Kintarou, Teekyuu 6, Cars 2, Hội Chứng Tuổi Thanh Xuân Movie, Cuộc Sống Ở Trường Nam Sinh, Migi to Dali, Cuộc Chiến Xe Tăng Specials, High School Fleet Movie, InuYasha: Mối giao cảm vượt thời gian, Tsundere Akuyaku Reijou Liselotte to Jikkyou no Endou-kun to Kaisetsu no Kobayashi-san, Ngày Phán Xét, Ngưng đọng, Clannad"
9245,"Hakkenden: Touhou Hakken Ibun, Kamen Rider Kabuto, Shiyan Pin Jiating, Actors: Songs Connection, Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi, Hanabi-chan wa Okuregachi, Choujigen Game Neptune The Animation OVA, Tôi Trở Nên Mạnh Hơn Nhờ Nâng Cấp Các Kỹ Năng Của Nông Dân., Kiratto Pri☆chan Season 2, Tom & Jerry: Quậy Tung New York (2021), Ookami Shoujo to Kuro Ouji OVA, Thanh Xuân Trên Yên Ngựa, IDOLiSH7 Vibrato, Trigun: Badlands Rumble, Nhà Có Năm Nàng Dâu Movie, RideBack, 100 Cô Bạn Gái Yêu Bạn Rất Rất Rất Rất Rất Nhiều, Love Live! Sunshine!! The School Idol Movie: Over the Rainbow"
9246,"Blue Gender: The Warrior, Grisaia no Rakuen, Mahoutsukai no Yome: Hoshi Matsu Hito, Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!, Lớp Học Ám Sát, Học Viện Ma Vương, Joshiraku, Hentai Ouji to Warawanai Neko.: Henneko BBS, Housekishou Richard-shi no Nazo Kantei, Hakuouki, Công chúa bánh ngọt, Huyền thoại đất liền và đại dương, Kenka Banchou Otome: Girl Beats Boys, Choushisei Flashman The Movie, Ichigo Mashimaro"
9247,"Phong Linh Ngọc Tú Phần 2, Thánh Hiệp Sĩ Từ Nơi Tận Cùng: Vua Núi Thiết Thương, Cô Gái Có Thể Nhìn Thấy Chúng, Recorder to Randoseru Mi☆, Xác Sống 100: 100 Điều Tôi Muốn Làm Trước Khi Trở Thành Xác Sống, Back Street Girls: Gokudolls, Tiger & Bunny, Orenji deizu, The Amazing World of Gumball, Horimiya: Piece, Thành Phố Hỗn Loạn, Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie, Meitantei Conan: Zero no Tea Time, Death March kara Hajimaru Isekai Kyousoukyoku, Rolling☆Girls, Eiji"
9248,".hack//G.U. Returner, Bullbuster, Màu Của Ảo Giác, Cars, Chuyên Gia Diệt Quỷ, Ông Bác Siêu Nhân"
9249,"Show By Rock!! Mashumairesh!!, Bạn Gái Thuê 2, Koisuru Boukun, Kenka Banchou Otome: Girl Beats Boys"
9250,"DanMachi V, Angel Densetsu, Phù Thủy Băng Kiếm Sẽ Thống Trị Thế Giới, Em Sẽ Chờ Anh Trong Mùa Hè Ấy SP, Tales of Luminaria: The Fateful Crossroad, Yêu Hận Tình Thù, Ingress the Animation, Shoushimin Series, Tonikaku Kawaii 2nd Season, Granbelm, Aquarion Movie: Ippatsu Gyakuten-hen, Mushishi, Penguin Musume♥Heart, Yu☆Gi☆Oh!: Sevens, Psycho-Pass 2, Ergo Proxy, Cuộc Hôn Nhân Hạnh Phúc Của Tôi Mùa 2"
9251,"Fate/Grand Order: Himuro no Tenchi - 7-nin no Saikyou Ijin-hen, The First Slam Dunk, Cậu Bé Siêu Năng Lực Live Action (2018), Tengoku Daimakyou, Lớp Học Ám Sát 2: Kagaijugyou-hen, Thị Hoang Chi Thần, Chiếc Thìa Bạc (Phần 2), Long Xà Diễn Nghĩa, Chaos Head, Shikizakura, Thiếu Niên Và Chim Diệc, Búp Bê Ký Ức - Violet Evergarden, Kindaichi Shonen no Jikenbo N (2014)"
9252,"Saredo Tsumibito wa Ryuu to Odoru, Shin Chuuka Ichiban! 2nd Season, Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi, Kyoushirou to Towa no Sora, Saint☆Oniisan, Tokyo Mew Mew New ♡, Thám Tử Đại Gia - Fugou Keiji: Balance:Unlimited"
9253,"Anne Happy♪, Thám tử lừng danh Conan: Nhà ảo thuật với đôi cánh bạc, Tengen Toppa Gurren Lagann Movie: Lagann-hen, Great Teacher Onizuka Gto New Year Special, Date A Bullet: Dead or Bullet, Persona 5 the Animation Specials, Bakuman., Kiratto Pri☆chan Season 3, Kamiarizuki no Kodomo, 12-sai.: Chicchana Mune no Tokimeki, Highspeed Etoile, Mon-Soni! D'Artagnan no Idol Sengen, Bảng Xếp Hạng Quốc Vương, Hòm Thư Medaka 1, Kaze no Na wa Amnesia, Saint Seiya: Soul of Gold, Flame of Recca, CLAMP in Wonderland 2, Thổ thần tập sự"
9254,"Thám tử Sherlock Holmes, Mahou Sensou, Houkago no Pleiades (TV)"
9255,"Aria The Natural: Sono Futatabi Deaeru Kiseki ni..., Road to You, Mazinger Z Movie: Infinity, Godzilla 2: Kessen Kidou Zoushoku Toshi, Pokemon Special, Ichiban Ushiro no Daimaou, Đao Kiếm Loạn Vũ, Lá bài cổ 2: Waga Mi Yo ni Furu Nagame Seshi Ma ni, Top wo Nerae 2! Diebuster, Huyễn Giới Vương, Air in Summer, Ám Kịch 10, Mononoke, Sát Thủ Lưỡi Kéo Mùa 4, Precure Super Stars! Movie, Chân Võ Đỉnh Phong"
9256,"Urahara, Kidou Senkan Nadesico, Doraemon Movie 16: Nobita no Sousei Nikki, Kamen Rider Build NEW WORLD: Kamen Rider Cross-Z (2019), InuYasha: Tenka Hadou no Ken"
9257,"Nisemonogatari, Chuyên Gia Diệt Qủy: Kyoto Fujouou-hen, Nguyên Long 2, UniteUp!, Kinnikuman: Kanpeki Chоujin Shiso-hen 2nd Season"
9258,"Omae wa Mada Gunma wo Shiranai, Kamisama no Iutoori Live Action, Bubble, Tôi Sẽ Đỡ Hết Mọi Thứ: Người Mạnh Nhất Thế Giới Với Hiểu Lầm Ngược Đời Muốn Làm Mạo Hiểm Giả, Mở Ra Một Thế Giới Tuyệt Vời OVA 2, Majutsushi Orphen Hagure Tabi, Selector Infected WIXOSS, Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken"
9259,"Yokohama Kaidashi Kikou, Già Thiên, Kamiarizuki no Kodomo, Shoujo☆Kageki Revue Starlight Movie, Fuuun Ishin Dai☆Shogun, Đan Đạo Chí Tôn, Eve no Jikan (Movie), Bakegyamon, Urawa no Usagi-chan Special, Sumomomo Momomo: Chijou Saikyou no Yome, Nhật Ký Hán Hóa Phần 2, Candy Boy: Nonchalant Talk of the Certain Twin Sisters in Daily Life, Yokuwakaru Gendaimahou, Otome wa Boku ni Koishiteru: Futari no Elder, Persona 3 the Movie 1: Spring of Birth, Hidan no Aria Special, Working!!, Slow Loop"
9260,"Kyouryuu Sentai Zyuranger, Nomad: Megalo Box 2, Shaman King"
9261,"Wasurenagumo, Hitoribocchi no ○○ Seikatsu, Koukaku Kidoutai: SAC_2045, Queen's Blade: Rurou no Senshi, Devil May Cry, Final Fantasy VII: On the Way to a Smile, Boushoku no Berserk, Bảy Viên Ngọc Rồng Movie 13, Gatchaman Crowds, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku, Isekai Cheat Magician: Yoiboshi no Matsuri to Majutsushi, Getter Robo Arc, Yowamushi Pedal Movie"
9262,"Sức Ép Đầu Tiên-Mardock Scramble, Dogeza de Tanondemita, Pon no Michi, Sekai Seifuku: Bouryaku no Zvezda - Shin Zvezda Daisakusen, Thỏ Đen Bảy Mạng, Bạch Xàː Duyên Khởi, Udon no Kuni no Kiniro Kemari, GOSEI SENTAI DAIRANGER, Shirobako Movie, Tachibanakan Triangle, GR: Giant Robo"
9263,"Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear, Kengan Ashura 2nd Season, Meiji Gekken: 1874, Choboraunyopomi Gekijou Ai Mai Mii, Digimon Adventure Movie, Persona 5 the Animation - Trò Chơi Đỉnh Cao, Alice to Zouroku, Senkou no Night Raid, Thương Thần Ký, Zom 100: Zombie ni Naru made ni Shitai 100 no Koto, Asura Cryin', Tiên Nghịch"
9264,"Final Fantasy VII: Last Order, Nữ Sinh Bạo Lực, Mononoke Movie: Karakasa, Doukyuusei (Movie), Banana Fish, Toradora!, Evangelion: 2.0 You Can (Not) Advance, Nana, Kenka Banchou Otome: Girl Beats Boys, Tần Thời Minh Nguyệt Phần 6: Thượng Hải Hoành Lưu, VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta"
9265,"Majutsushi Orphen Hagure Tabi: Urbanrama-hen, Nữ Quỷ Nhà Bên, Kyuuketsuhime Miyu (TV), Another World (Hello World), Ikkitousen: Dragon Destiny, Nokemono-tachi no Yoru, Ramen Daisuki Koizumi-san, Doraemon: Nobita to Mirai Note, Show By Rock!! Mashumairesh!!, Thánh Ngân, Thần Y Cửu Tiểu Thư, Shokugeki no Souma: San no Sara - Toutsuki Ressha-hen, Thám tử lừng danh Conan: Tiền đạo thứ 11"
9266,"Chicchana Yukitsukai Sugar, Majisuka Gakuen (Season 1), The iDOLM@STER Cinderella Girls, Elf-san wa Yaserarenai., Trò Đùa Của Thần Linh, One Piece Film: Red, Nữ Thánh Binh Moon Angel, Vật Thất Lạc Của Bầu Trời Movie 2, Fate/Zero: Onegai! Einzbern Soudanshitsu, Ultraman"
9267,"Hokuto no Ken: Raoh Gaiden Junai-hen, Sứ Mệnh Về Bầu Trời ( Phần 2), Shadowverse (TV), Tasogare Out Focus, One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna, Youkai Gakkou no Sensei Hajimemashita!"
9268,"Tây Hành Kỷ OVA - Cùng Kỳ Địa Động, Kaze no Na wa Amnesia, Ooo Den O-all Rider: Let's Go Kamen Rider, Terra Formars Revenge"
9269,"Bảy Viên Ngọc Rồng Movie 14, Lá Bài Cổ 3, Amanchu! Special, The iDOLM@STER, Shoujo Shuumatsu Ryokou, Dokidoki! Precure, Jashin-chan Dropkick, Ore no Kanojo to Osananajimi ga Shuraba Sugiru, The Disappearance of Conan Edogawa: The Worst Two Days in History, Đấu Phá Thương Khung OVA - Hẹn Ước 3 Năm, Ookami Shoujo to Kuro Ouji, Chuyện Về Tamako, Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai, Hello World, No.6, Macross Δ Movie 2: Zettai Live!!!, Kenzen Robo Daimidaler"
9270,"Cuộc Chiến Người Khổng Lồ OVA, Mashiro no Oto, Đế Vương Công Lược, Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu, Mononoke Movie: Karakasa, Karneval (TV), Magic Kaito, The iDOLM@STER Cinderella Girls 2nd Season, Wechat Của Ta Thông Long Cung, Crayon Shin-chan Movie 30: Mononoke Ninja Chinpuuden, Tsubasa Chronicle, Doraemon: The Day When I Was Born, MF Ghost, Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends, Orange, Suzuka, Trigun Stampede, Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou, Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!! Special, Vẻ Đẹp Đích Thực"
9271,"Aiamuahiro, 86, Planetarian: Ngôi Sao Của Mọi Người: Hoshi no Hito, Nghịch Thiên Chiến Kỷ, Houseki no Kuni (TV), Em Sẽ Chờ Anh Trong Mùa Hè Ấy, Đấu Phá Thương Khung - Duyên Khởi, Chuubyou Gekihatsu Boy, Sengoku Collection, Ito Junji: Collection, Yamato Nadeshiko Shichihenge, Tập Yêu Lục: Phần Khởi Hành, Tần Thời Minh Nguyệt Phần 3: Chư Tử Bách Gia, Arifureta Shokugyou de Sekai Saikyou 3rd Season, Yamada Và Thất Đại Ma Nữ (Live Action), Uchuu Senkan Yamato 2199, Huyễn Giới Vương"
9272,"Gokukoku no Brynhildr, Goblin Slayer: Goblin's Crown, Người Đại Diện Thời Gian OVA, Initial D First Stage"
9273,"Sagaken wo Meguru Animation, Yowamushi Pedal: Limit Break, Vua học đường, Miyakawa-ke no Kuufuku, Isekai wa Smartphone to Tomo ni. 2nd Season, Assault Lily: Bouquet, Sonny Boy, Gyo, Đại Chiến Titan Mùa 2, Rick and Morty: The Anime, Uta no☆Prince-sama♪ Maji Love Legend Star, Sora no Manimani, Song Sinh Linh Thám"
9274,"Hand Maid May, Love Kome: We Love Rice, Nourin, Vua Bóng Chuyền, Thần Mộ, High & Low The Red Rain, Yozakura-san Chi no Daisakusen, Mangaka-san to Assistant-san to The Animation Specials, Nanatsu no Umi no Tico, THẾ LỰC CHỐNG MA THUẬT, Makeruna!! Aku no Gundan!, Hitsugi no Chaika: Avenging Battle"
9275,"Golden Kamuy 4th Season, Nhóm Nhạc Thiên Hà Lịch, Legend of the Millennium Dragon, Majin Bone, Thunderbolt Fantasy SS2, Saki, BNA, Kyoukai no Kanata: Shinonome, Linh hồn của máy 2: Lời thì thầm, Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA, 5 Centimeters Per Second - 5cm/s, Cuộc xâm lăng của bé Mực 2"
9276,"Truyện Kinh Dị Nhật Phần 4, Sát Nhân Mặt Nạ Ếch, Danh Sách Yêu Quái, Bảy Viên Ngọc Rồng Movie 13, Ngạ Quỷ Tokyo, Ookami Shoujo to Kuro Ouji OVA, Haikyuu!! Second Season, JoJo no Kimyou na Bouken: Stardust Crusaders, Ngày Phán Xét: Vòng Tái Sinh, Devilman: Tanjou-hen, Ni no Kuni, Kanojo ga Flag wo Oraretara, Bikini Warriors Special, Nekopara OVA: Koneko no Hi no Yakusoku"
9277,"Druaga no Tou: The Aegis of Uruk, Sekai de Ichiban Tsuyoku Naritai! Specials, HenSemi (TV), Thương Nguyên Đồ"
9278,"Choujigen Game Neptune The Animation: Nep no Natsuyasumi, BNA, Thiên Hoang Chiến Thần"
9279,Ao no Exorcist: Shimane Illuminati-hen
9280,"To Heart 2, Chitose Get You!! OVA, Flanders no Inu (Movie), Hibike! Euphonium Movie 3: Chikai no Finale, Cuộc Sống Thảnh Thơi Tại Dị Giới Gian Lận Của Cựu Ứng Viên Dũng Giả Từ Cấp Độ Hai, Dragonaut: The Resonance, Nhà Khoa Học Rơi Vào Lưới Tình  Thử Giải Mã Nào, Hikari no Ou, Vạn Giới Xuân Thu, Golden Kamuy 3rd Season, Rising Impact, Giả Kim Thuật Sư 1"
9281,"Ám Giới Thần Sứ, So Ra No Wo To Specials, Naruto, Lupin Đệ Tam: Bí Mật Của Mamo, Golden Knight Garo, The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!, Thanh Gươm Diệt Quỷ: Phép Màu Tình Thân  Cho Đến Chuyến Đặc Huấn Của Đại Trụ, Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi, Bleach: The Sealed Sword Frenzy, Bảy Viên Ngọc Rồng Movie 11, Tạm Dừng! Đợi Ta Xem Hướng Dẫn, Tôi Gánh Trên Vai Một Triệu Sinh Mạng Phần 2"
9282,"Sekai de Ichiban Tsuyoku Naritai!, Shokugeki no Souma: Gou no Sara, Grisaia no Rakuen, Rồng Cỏ Bị Mang Tiếng Ác Mùa 2, Appleseed Saga: Ex Machina, Tachibanakan Triangle, Wotaku ni Koi wa Muzukashii OVA, KỴ SĨ THỜI GIAN: KAMEN RIDER RYUKI, Yume de Aetara"
